epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,505.302,0.46072,0.2955,1.01094,0.95683,0.92157,0.95443,0.80041,0.67714,0.42323,1.05227,4.47606e-05,4.47606e-05,4.47606e-05
90,511.113,0.42411,0.28898,0.98355,0.96591,0.92586,0.95369,0.80051,0.68138,0.42597,1.04852,3.9264e-05,3.9264e-05,3.9264e-05
91,541.203,0.41089,0.26694,0.96992,0.97108,0.93464,0.95248,0.8001,0.68849,0.43148,1.0549,3.4227e-05,3.4227e-05,3.4227e-05
92,546.963,0.38555,0.26207,0.96129,0.97279,0.93452,0.95119,0.79769,0.6727,0.43218,1.0478,2.96546e-05,2.96546e-05,2.96546e-05
93,552.992,0.38852,0.25005,0.96955,0.95457,0.93464,0.95128,0.79884,0.67332,0.4257,1.04778,2.55513e-05,2.55513e-05,2.55513e-05
94,558.484,0.40118,0.25234,0.9671,0.96594,0.92671,0.95096,0.79434,0.67905,0.42615,1.05126,2.19212e-05,2.19212e-05,2.19212e-05
95,564.074,0.38512,0.24519,0.95576,0.9659,0.92581,0.95225,0.79704,0.6843,0.42869,1.05025,1.87678e-05,1.87678e-05,1.87678e-05
96,569.541,0.39418,0.25287,0.9666,0.95353,0.94118,0.95172,0.79671,0.68143,0.42617,1.04708,1.60943e-05,1.60943e-05,1.60943e-05
97,575.072,0.4037,0.25709,0.98051,0.95311,0.92999,0.952,0.79552,0.67707,0.42244,1.04433,1.39032e-05,1.39032e-05,1.39032e-05
98,580.833,0.40243,0.2491,0.96231,0.9531,0.92974,0.95174,0.79722,0.67796,0.4214,1.04479,1.21968e-05,1.21968e-05,1.21968e-05
99,586.104,0.38994,0.24029,0.95414,0.95954,0.93,0.95336,0.79797,0.67926,0.41591,1.04496,1.09768e-05,1.09768e-05,1.09768e-05
100,591.295,0.38699,0.2481,0.97885,0.96203,0.9281,0.95368,0.8,0.67637,0.41184,1.04473,1.02443e-05,1.02443e-05,1.02443e-05
